StatsCode,Geoname,Quality,Altitude,rate,year_range,gender,age_range,condition
13510,Cootamundra-Gundagai Regional(A),Good,222.0,69.67059714719707,2017-18,people , 18,overweight or obese
12350,Cowra (A),Acceptable,347.0,74.64562988191658,2017-18,people , 18,overweight or obese
12700,Dungog (A),Good,128.0,71.78659461235256,2017-18,people , 18,overweight or obese
12750,Eurobodalla (A),Good,305.0,70.96964967178484,2017-18,people , 18,overweight or obese
12850,Fairfield (C),Good,33.0,64.12225581815889,2017-18,people , 18,overweight or obese
12900,Forbes (A),Good,228.0,74.88568230411933,2017-18,people , 18,overweight or obese
12950,Gilgandra (A),Good,292.0,79.06271912301017,2017-18,people , 18,overweight or obese
13010,Glen Innes Severn (A),Good,1120.0,77.93367019039091,2017-18,people , 18,overweight or obese
13310,Goulburn Mulwaree (A),Acceptable,638.0,66.13364296438678,2017-18,people , 18,overweight or obese
13340,Greater Hume Shire (A),Acceptable,269.0,74.95184732642011,2017-18,people , 18,overweight or obese
13450,Griffith (C),Acceptable,122.0,72.30715847234222,2017-18,people , 18,overweight or obese
13550,Gunnedah (A),Good,404.0,78.00164405837572,2017-18,people , 18,overweight or obese
13660,Gwydir (A),Poor,370.0,74.28470432373648,2017-18,people , 18,overweight or obese
13800,Hawkesbury (C),Good,250.0,71.19128878234312,2017-18,people , 18,overweight or obese
13850,Hay (A),Good,91.0,75.60254501849113,2017-18,people , 18,overweight or obese
14000,Hornsby (A),Good,13.0,59.96711412545816,2017-18,people , 18,overweight or obese
14100,Hunters Hill (A),Acceptable,40.0,58.80363938304566,2017-18,people , 18,overweight or obese
14200,Inverell (A),Acceptable,494.0,77.75500586427604,2017-18,people , 18,overweight or obese
14300,Junee (A),Good,319.0,83.4400806572609,2017-18,people , 18,overweight or obese
14350,Kempsey (A),Good,71.0,75.20072172042956,2017-18,people , 18,overweight or obese
14400,Kiama (A),Good,60.0,65.47498099241567,2017-18,people , 18,overweight or obese
14500,Ku-ring-gai (A),Good,135.0,52.72999999649703,2017-18,people , 18,overweight or obese
14550,Kyogle (A),Acceptable,222.0,72.7039895231616,2017-18,people , 18,overweight or obese
14600,Lachlan (A),Good,204.0,77.6913512632707,2017-18,people , 18,overweight or obese
14650,Lake Macquarie (C),Good,54.0,69.75821352194406,2017-18,people , 18,overweight or obese
14700,Lane Cove (A),Acceptable,51.0,54.239761567298,2017-18,people , 18,overweight or obese
14750,Leeton (A),Good,132.0,79.55756126400817,2017-18,people , 18,overweight or obese
14850,Lismore (C),Good,11.0,70.23117024443863,2017-18,people , 18,overweight or obese
14870,Lithgow (C),Good,1098.0,76.83839951554815,2017-18,people , 18,overweight or obese
14900,Liverpool (C),Good,15.0,69.5832736029342,2017-18,people , 18,overweight or obese
14920,Liverpool Plains (A),Good,329.0,78.02950171689206,2017-18,people , 18,overweight or obese
14950,Lockhart (A),Poor,214.0,70.6051768991331,2017-18,people , 18,overweight or obese
15050,Maitland (C),Good,4.0,79.27240952925243,2017-18,people , 18,overweight or obese
15270,Mid-Western Regional (A),Good,520.0,73.00236411687028,2017-18,people , 18,overweight or obese
15300,Moree Plains (A),Good,186.0,81.2164866087803,2017-18,people , 18,overweight or obese
15350,Mosman (A),Good,31.0,52.580721664478425,2017-18,people , 18,overweight or obese
15560,Murrumbidgee (A),Poor,114.0,76.94066854047088,2017-18,people , 18,overweight or obese
15650,Muswellbrook (A),Good,307.0,80.01210589764575,2017-18,people , 18,overweight or obese
15700,Nambucca (A),Good,389.0,74.62259097632163,2017-18,people , 18,overweight or obese
15750,Narrabri (A),Good,222.0,77.03418891161691,2017-18,people , 18,overweight or obese
15800,Narrandera (A),Good,154.0,74.89318489405775,2017-18,people , 18,overweight or obese
15850,Narromine (A),Good,225.0,80.21162941189566,2017-18,people , 18,overweight or obese
15900,Newcastle (C),Good,16.0,68.85222368378071,2017-18,people , 18,overweight or obese
15950,North Sydney (A),Good,84.0,55.284208177604235,2017-18,people , 18,overweight or obese
16100,Oberon (A),Acceptable,1162.0,76.93543648919216,2017-18,people , 18,overweight or obese
16150,Orange (C),Good,926.0,73.52104786453141,2017-18,people , 18,overweight or obese
16200,Parkes (A),Good,265.0,74.9381660925873,2017-18,people , 18,overweight or obese
16260,Parramatta (C),Good,17.0,58.4659363621786,2017-18,people , 18,overweight or obese
16350,Penrith (C),Good,31.0,70.35626401021239,2017-18,people , 18,overweight or obese
16380,Port Macquarie-Hastings (A),Good,365.0,70.26226635051773,2017-18,people , 18,overweight or obese
16550,Randwick (C),Good,27.0,61.78195672136457,2017-18,people , 18,overweight or obese
16610,Richmond Valley (A),Good,58.0,77.1278683016659,2017-18,people , 18,overweight or obese
16650,Rockdale (C),Good,4.0,60.839410240501316,2017-18,people , 18,overweight or obese
16700,Ryde (C),Good,84.0,56.407958232879245,2017-18,people , 18,overweight or obese
16900,Shellharbour (C),Good,125.0,71.51748769431376,2017-18,people , 18,overweight or obese
16950,Shoalhaven (C),Good,186.0,70.97947652621576,2017-18,people , 18,overweight or obese
17000,Singleton (A),Good,480.0,75.27571355698859,2017-18,people , 18,overweight or obese
17100,Strathfield (A),Acceptable,35.0,60.35673474672187,2017-18,people , 18,overweight or obese
17150,Sutherland Shire (A),Good,61.0,65.84145172194135,2017-18,people , 18,overweight or obese
17200,Sydney (C),Good,69.0,56.98965731564331,2017-18,people , 18,overweight or obese
17310,Tamworth Regional (A),Good,369.0,77.27212311069525,2017-18,people , 18,overweight or obese
17350,Temora (A),Good,277.0,70.36822466642447,2017-18,people , 18,overweight or obese
17400,Tenterfield (A),Good,930.0,72.8513197418024,2017-18,people , 18,overweight or obese
17420,The Hills Shire (A),Good,116.0,61.886443242025074,2017-18,people , 18,overweight or obese
17550,Tweed (A),Good,11.0,66.75206520567264,2017-18,people , 18,overweight or obese
17620,Upper Hunter Shire (A),Good,602.0,73.96777812322597,2017-18,people , 18,overweight or obese
17640,Upper Lachlan Shire (A),Poor,908.0,68.26291846899474,2017-18,people , 18,overweight or obese
17650,Uralla (A),Acceptable,759.0,72.93304509589181,2017-18,people , 18,overweight or obese
17750,Wagga Wagga (C),Good,220.0,70.52299388882795,2017-18,people , 18,overweight or obese
17850,Walcha (A),Good,1065.0,72.1933450598968,2017-18,people , 18,overweight or obese
17950,Warren (A),Poor,171.0,72.72754971852403,2017-18,people , 18,overweight or obese
18020,Warrumbungle Shire (A),Acceptable,568.0,75.48185460021747,2017-18,people , 18,overweight or obese
18050,Waverley (A),Good,93.0,54.61125950965,2017-18,people , 18,overweight or obese
18100,Weddin (A),Good,345.0,70.72690373411952,2017-18,people , 18,overweight or obese
18200,Wentworth (A),Good,49.0,76.25955152294458,2017-18,people , 18,overweight or obese
18250,Willoughby (C),Good,108.0,54.443075036763965,2017-18,people , 18,overweight or obese
18350,Wingecarribee (A),Good,704.0,68.48442002479247,2017-18,people , 18,overweight or obese
18400,Wollondilly (A),Good,435.0,72.77784684755541,2017-18,people , 18,overweight or obese
18450,Wollongong (C),Good,367.0,68.0247889383553,2017-18,people , 18,overweight or obese
18500,Woollahra (A),Good,13.0,52.24447904070304,2017-18,people , 18,overweight or obese
20110,Alpine (S),Good,520.0,72.36170194453298,2017-18,people , 18,overweight or obese
20260,Ararat (RC),Good,238.0,78.53173788307632,2017-18,people , 18,overweight or obese
20660,Banyule (C),Good,74.0,65.09538600583616,2017-18,people , 18,overweight or obese
20740,Bass Coast (S),Good,8.0,72.69430847831595,2017-18,people , 18,overweight or obese
20830,Baw Baw (S),Good,306.0,75.96468517800947,2017-18,people , 18,overweight or obese
20910,Bayside (C),Good,28.0,60.70215578487431,2017-18,people , 18,overweight or obese
21010,Benalla (RC),Good,177.0,74.00297049900594,2017-18,people , 18,overweight or obese
21110,Boroondara (C),Good,52.0,56.13936828336446,2017-18,people , 18,overweight or obese
21180,Brimbank (C),Good,64.0,68.37664746479119,2017-18,people , 18,overweight or obese
21270,Buloke (S),Good,92.0,73.61203300887101,2017-18,people , 18,overweight or obese
21370,Campaspe (S),Good,120.0,74.5185225000547,2017-18,people , 18,overweight or obese
21450,Cardinia (S),Good,27.0,72.68187657326126,2017-18,people , 18,overweight or obese
21610,Casey (C),Good,36.0,71.09365541333914,2017-18,people , 18,overweight or obese
21670,Central Goldfields (S),Good,211.0,74.71174515574052,2017-18,people , 18,overweight or obese
21750,Colac-Otway (S),Good,236.0,69.97284114422949,2017-18,people , 18,overweight or obese
21830,Corangamite (S),Good,148.0,72.22744621142563,2017-18,people , 18,overweight or obese
21890,Darebin (C),Good,59.0,65.57755644506763,2017-18,people , 18,overweight or obese
22110,East Gippsland (S),Good,583.0,73.41934825849071,2017-18,people , 18,overweight or obese
22170,Frankston (C),Good,57.0,70.27871012647284,2017-18,people , 18,overweight or obese
22250,Gannawarra (S),Good,78.0,72.68439686981634,2017-18,people , 18,overweight or obese
22310,Glen Eira (C),Good,42.0,61.26961126095836,2017-18,people , 18,overweight or obese
22410,Glenelg (S),Good,143.0,77.31223471386208,2017-18,people , 18,overweight or obese
22490,Golden Plains (S),Good,296.0,74.7551528572242,2017-18,people , 18,overweight or obese
22620,Greater Bendigo (C),Good,215.0,73.07774267152224,2017-18,people , 18,overweight or obese
22670,Greater Dandenong (C),Good,20.0,64.28303874831967,2017-18,people , 18,overweight or obese
22750,Greater Geelong (C),Good,10.0,70.73019443086103,2017-18,people , 18,overweight or obese
22830,Greater Shepparton (C),Good,114.0,77.56973428329273,2017-18,people , 18,overweight or obese
22980,Hindmarsh (S),Acceptable,92.0,70.56188633429399,2017-18,people , 18,overweight or obese
23110,Hobsons Bay (C),Good,1.0,68.51770163852093,2017-18,people , 18,overweight or obese
23190,Horsham (RC),Good,150.0,74.0497789082859,2017-18,people , 18,overweight or obese
23270,Hume (C),Good,159.0,72.74051477238982,2017-18,people , 18,overweight or obese
23350,Indigo (S),Good,308.0,72.53576566214697,2017-18,people , 18,overweight or obese
23430,Kingston (C) (Vic.),Good,7.0,64.29462958533587,2017-18,people , 18,overweight or obese
23670,Knox (C),Good,76.0,65.03984254404392,2017-18,people , 18,overweight or obese
23810,Latrobe (C) (Vic.),Good,94.0,77.81014087684741,2017-18,people , 18,overweight or obese
23940,Loddon (S),Good,122.0,71.53141784971442,2017-18,people , 18,overweight or obese
24130,Macedon Ranges (S),Good,633.0,71.66374081314692,2017-18,people , 18,overweight or obese
24210,Manningham (C),Good,49.0,60.11853603201832,2017-18,people , 18,overweight or obese
24250,Mansfield (S),Good,475.0,69.49600667486897,2017-18,people , 18,overweight or obese
24330,Maribyrnong (C),Good,39.0,64.23980475664041,2017-18,people , 18,overweight or obese
24410,Maroondah (C),Good,163.0,65.70316953548273,2017-18,people , 18,overweight or obese
24600,Melbourne (C),Good,4.0,60.62956351875679,2017-18,people , 18,overweight or obese
24600,Melbourne (C),Good,14.0,60.62956351875679,2017-18,people , 18,overweight or obese
24650,Melton (C),Good,144.0,76.76690815554565,2017-18,people , 18,overweight or obese
24780,Mildura (RC),Good,65.0,73.23164211470494,2017-18,people , 18,overweight or obese
24850,Mitchell (S),Good,256.0,78.10774499313314,2017-18,people , 18,overweight or obese
24900,Moira (S),Good,113.0,75.05974303145503,2017-18,people , 18,overweight or obese
24970,Monash (C),Good,111.0,58.74251630877325,2017-18,people , 18,overweight or obese
25060,Moonee Valley (C),Good,38.0,65.30473921326482,2017-18,people , 18,overweight or obese
25150,Moorabool (S),Good,505.0,77.68604210114766,2017-18,people , 18,overweight or obese
25250,Moreland (C),Good,72.0,65.3732284619544,2017-18,people , 18,overweight or obese
25340,Mornington Peninsula (S),Good,180.0,67.93008188047341,2017-18,people , 18,overweight or obese
25430,Mount Alexander (S),Good,301.0,71.51901502509511,2017-18,people , 18,overweight or obese
25490,Moyne (S),Good,80.0,70.24802021106926,2017-18,people , 18,overweight or obese
25620,Murrindindi (S),Good,231.0,72.12151883793628,2017-18,people , 18,overweight or obese
25710,Nillumbik (S),Good,116.0,67.43470680676957,2017-18,people , 18,overweight or obese
25810,Northern Grampians (S),Good,199.0,71.66498365148426,2017-18,people , 18,overweight or obese
25900,Port Phillip (C),Good,10.0,61.15860119006141,2017-18,people , 18,overweight or obese
25990,Pyrenees (S),Good,430.0,76.30712188625722,2017-18,people , 18,overweight or obese
26080,Queenscliffe (B),Poor,15.0,66.67823456645863,2017-18,people , 18,overweight or obese
26170,South Gippsland (S),Good,44.0,72.98586464459298,2017-18,people , 18,overweight or obese
26260,Southern Grampians (S),Good,200.0,75.29660699251016,2017-18,people , 18,overweight or obese
26350,Stonnington (C),Good,49.0,58.03727832533677,2017-18,people , 18,overweight or obese
26430,Strathbogie (S),Good,131.0,74.07849657866034,2017-18,people , 18,overweight or obese
26490,Surf Coast (S),Good,124.0,70.33027049426916,2017-18,people , 18,overweight or obese
26610,Swan Hill (RC),Good,58.0,75.46844016932194,2017-18,people , 18,overweight or obese
26670,Towong (S),Good,791.0,72.2366803911977,2017-18,people , 18,overweight or obese
26700,Wangaratta (RC),Good,220.0,70.71687972140825,2017-18,people , 18,overweight or obese
26730,Warrnambool (C),Good,34.0,67.5400705944456,2017-18,people , 18,overweight or obese
26810,Wellington (S),Good,20.0,72.27353634321973,2017-18,people , 18,overweight or obese
26890,West Wimmera (S),Poor,162.0,76.88981351760734,2017-18,people , 18,overweight or obese
26980,Whitehorse (C),Good,95.0,58.758637871179296,2017-18,people , 18,overweight or obese
27070,Whittlesea (C),Good,187.0,71.55846790905221,2017-18,people , 18,overweight or obese
27170,Wodonga (C),Good,226.0,77.95553751879851,2017-18,people , 18,overweight or obese
27260,Wyndham (C),Good,29.0,70.35887599554228,2017-18,people , 18,overweight or obese
27350,Yarra (C),Good,11.0,63.49939535671377,2017-18,people , 18,overweight or obese
30300,Balonne (S),Good,189.0,76.41316600382692,2017-18,people , 18,overweight or obese
30370,Banana (S),Good,137.0,68.19297455847284,2017-18,people , 18,overweight or obese
31820,Bundaberg (R),Good,79.0,69.44471541202763,2017-18,people , 18,overweight or obese
31900,Burdekin (S),Good,33.0,74.34428229406109,2017-18,people , 18,overweight or obese
32080,Cairns (R),Good,11.0,67.29859322851571,2017-18,people , 18,overweight or obese
32260,Cassowary Coast (R),Good,40.0,72.93164771672232,2017-18,people , 18,overweight or obese
32270,Central Highlands (R),Good,218.0,72.14383382805669,2017-18,people , 18,overweight or obese
32310,Charters Towers (R),Good,354.0,77.24037344269425,2017-18,people , 18,overweight or obese
33220,Fraser Coast (R),Good,41.0,70.10367008417096,2017-18,people , 18,overweight or obese
33360,Gladstone (R),Good,36.0,67.35835212861139,2017-18,people , 18,overweight or obese
33430,Gold Coast (C),Good,25.0,66.4219764170786,2017-18,people , 18,overweight or obese
33610,Goondiwindi (R),Good,216.0,74.87709054634095,2017-18,people , 18,overweight or obese
33620,Gympie (R),Good,71.0,68.52487179948122,2017-18,people , 18,overweight or obese
33800,Hinchinbrook (S),Good,18.0,69.27297218022836,2017-18,people , 18,overweight or obese
33960,Ipswich (C),Good,35.0,73.3947324697976,2017-18,people , 18,overweight or obese
33980,Isaac (R),Good,211.0,74.15921696617671,2017-18,people , 18,overweight or obese
34580,Lockyer Valley (R),Good,164.0,72.00191785554536,2017-18,people , 18,overweight or obese
34590,Logan (C),Good,29.0,71.73586468308093,2017-18,people , 18,overweight or obese
34770,Mackay (R),Good,45.0,71.18312304473856,2017-18,people , 18,overweight or obese
34860,Maranoa (R),Good,402.0,72.10423641620356,2017-18,people , 18,overweight or obese
35010,Moreton Bay (R),Good,20.0,69.5149464563715,2017-18,people , 18,overweight or obese
35300,Mount Isa (C),Good,311.0,71.40753888529416,2017-18,people , 18,overweight or obese
35760,North Burnett (R),Good,260.0,71.07735604191164,2017-18,people , 18,overweight or obese
36250,Redland (C),Good,37.0,65.83690223213756,2017-18,people , 18,overweight or obese
36370,Rockhampton (R),Good,38.0,71.81252825913519,2017-18,people , 18,overweight or obese
36510,Scenic Rim (R),Good,374.0,69.75691239058743,2017-18,people , 18,overweight or obese
36580,Somerset (R),Good,287.0,72.17938202026868,2017-18,people , 18,overweight or obese
36630,South Burnett (R),Good,439.0,71.0006256442209,2017-18,people , 18,overweight or obese
36660,Southern Downs (R),Good,917.0,72.47605725422548,2017-18,people , 18,overweight or obese
36820,Tablelands (R),Good,242.0,69.23961102989992,2017-18,people , 18,overweight or obese
36910,Toowoomba (R),Good,381.0,67.46193700530621,2017-18,people , 18,overweight or obese
37010,Townsville (C),Good,48.0,69.46709836771461,2017-18,people , 18,overweight or obese
37310,Western Downs (R),Good,312.0,72.86566725966631,2017-18,people , 18,overweight or obese
37340,Whitsunday (R),Good,429.0,73.19252193417888,2017-18,people , 18,overweight or obese
40070,Adelaide (C),Good,50.0,59.403608159795915,2017-18,people , 18,overweight or obese
40120,Adelaide Hills (DC),Good,472.0,69.70390361092063,2017-18,people , 18,overweight or obese
43920,Adelaide Plains (DC),Good,16.0,72.97739600817715,2017-18,people , 18,overweight or obese
40220,Alexandrina (DC),Good,79.0,69.54153024858253,2017-18,people , 18,overweight or obese
40310,Barossa (DC),Good,490.0,71.77618581147836,2017-18,people , 18,overweight or obese
40430,Barunga West (DC),Poor,83.0,68.63930396049162,2017-18,people , 18,overweight or obese
40520,Berri and Barmera (DC),Good,40.0,72.86216597013342,2017-18,people , 18,overweight or obese
40700,Burnside (C),Good,100.0,60.187569205178626,2017-18,people , 18,overweight or obese
40910,Campbelltown (C),Good,108.0,64.52774372238413,2017-18,people , 18,overweight or obese
41060,Charles Sturt (C),Good,12.0,66.47972602159686,2017-18,people , 18,overweight or obese
41140,Clare and Gilbert Valleys (DC),Good,370.0,71.48050666778943,2017-18,people , 18,overweight or obese
41190,Cleve (DC),Poor,144.0,74.58713563199827,2017-18,people , 18,overweight or obese
41560,Copper Coast (DC),Good,37.0,74.41981181586625,2017-18,people , 18,overweight or obese
41830,Flinders Ranges (DC),Poor,296.0,68.646547320598,2017-18,people , 18,overweight or obese
41960,Franklin Harbour (DC),Poor,20.0,64.36163212764792,2017-18,people , 18,overweight or obese
42030,Gawler (T),Acceptable,53.0,78.29060135540453,2017-18,people , 18,overweight or obese
42110,Goyder (DC),Good,418.0,72.81867929113955,2017-18,people , 18,overweight or obese
42250,Grant (DC),Poor,30.0,74.2919238414879,2017-18,people , 18,overweight or obese
42600,Holdfast Bay (C),Good,15.0,62.929553811222256,2017-18,people , 18,overweight or obese
42750,Kangaroo Island (DC),Good,131.0,70.54800446227298,2017-18,people , 18,overweight or obese
43080,Karoonda East Murray (DC),Poor,73.0,71.20171114792066,2017-18,people , 18,overweight or obese
43220,Kimba (DC),Poor,281.0,78.93719854119249,2017-18,people , 18,overweight or obese
43360,Kingston (DC),Poor,20.0,68.74715209177761,2017-18,people , 18,overweight or obese
43650,Light (RegC),Acceptable,235.0,76.66071025984758,2017-18,people , 18,overweight or obese
43790,Loxton Waikerie (DC),Acceptable,65.0,73.35760923032416,2017-18,people , 18,overweight or obese
44060,Marion (C),Good,32.0,66.26346706830216,2017-18,people , 18,overweight or obese
44210,Mid Murray (DC),Acceptable,73.0,70.77587931089779,2017-18,people , 18,overweight or obese
44340,Mitcham (C),Good,273.0,63.86129864851169,2017-18,people , 18,overweight or obese
44550,Mount Barker (DC),Good,314.0,70.25384374969671,2017-18,people , 18,overweight or obese
44620,Mount Gambier (C),Good,42.0,74.05949223106195,2017-18,people , 18,overweight or obese
44830,Mount Remarkable (DC),Poor,310.0,70.918314827797,2017-18,people , 18,overweight or obese
45090,Naracoorte and Lucindale (DC),Good,45.0,74.19817558270925,2017-18,people , 18,overweight or obese
45120,Northern Areas (DC),Good,402.0,69.37363257038793,2017-18,people , 18,overweight or obese
45290,Norwood Payneham St Peters (C),Good,61.0,63.243574254039224,2017-18,people , 18,overweight or obese
45340,Onkaparinga (C),Good,149.0,70.6417077571506,2017-18,people , 18,overweight or obese
45540,Peterborough (DC),Poor,545.0,71.8287366149264,2017-18,people , 18,overweight or obese
45680,Playford (C),Good,26.0,79.8146415633237,2017-18,people , 18,overweight or obese
45890,Port Adelaide Enfield (C),Good,12.0,67.50362110464403,2017-18,people , 18,overweight or obese
46090,Port Augusta (C),Good,81.0,79.73161972180489,2017-18,people , 18,overweight or obese
46300,Port Lincoln (C),Good,11.0,75.40955374355704,2017-18,people , 18,overweight or obese
46450,Port Pirie City and Dists (M),Good,48.0,76.5144921590051,2017-18,people , 18,overweight or obese
46510,Prospect (C),Good,53.0,64.12832952418664,2017-18,people , 18,overweight or obese
46670,Renmark Paringa (DC),Good,23.0,71.88387219457425,2017-18,people , 18,overweight or obese
46860,Robe (DC),Poor,10.0,70.90595276911769,2017-18,people , 18,overweight or obese
46970,Roxby Downs (M),Good,103.0,69.05012092973553,2017-18,people , 18,overweight or obese
47140,Salisbury (C),Good,22.0,72.43949816264524,2017-18,people , 18,overweight or obese
47290,Southern Mallee (DC),Poor,100.0,76.81530782365286,2017-18,people , 18,overweight or obese
47630,Tatiara (DC),Good,55.0,76.99873202814868,2017-18,people , 18,overweight or obese
47700,Tea Tree Gully (C),Good,212.0,69.07777698373965,2017-18,people , 18,overweight or obese
47800,The Coorong (DC),Good,29.0,73.78773096781319,2017-18,people , 18,overweight or obese
47980,Unley (C),Good,52.0,61.8374934278789,2017-18,people , 18,overweight or obese
48050,Victor Harbor (C),Good,98.0,71.77028747525553,2017-18,people , 18,overweight or obese
48130,Wakefield (DC),Poor,80.0,76.40550934446128,2017-18,people , 18,overweight or obese
48260,Walkerville (M),Good,44.0,62.236035048387265,2017-18,people , 18,overweight or obese
48340,Wattle Range (DC),Good,55.0,76.01654813061899,2017-18,people , 18,overweight or obese
48410,West Torrens (C),Good,12.0,65.95372461292631,2017-18,people , 18,overweight or obese
48540,Whyalla (C),Good,7.0,73.7406048708821,2017-18,people , 18,overweight or obese
50080,Albany (C),Good,123.0,67.57582464467725,2017-18,people , 18,overweight or obese
50210,Armadale (C),Good,311.0,69.7251933396274,2017-18,people , 18,overweight or obese
50280,Augusta-Margaret River (S),Good,42.0,69.49347744908889,2017-18,people , 18,overweight or obese
50350,Bassendean (T),Good,21.0,66.27150257652104,2017-18,people , 18,overweight or obese
50420,Bayswater (C),Good,23.0,60.59064441254509,2017-18,people , 18,overweight or obese
50490,Belmont (C),Good,21.0,64.08374958401906,2017-18,people , 18,overweight or obese
50560,Beverley (S),Poor,267.0,61.80303826426029,2017-18,people , 18,overweight or obese
50630,Boddington (S),Acceptable,218.0,81.41581688563797,2017-18,people , 18,overweight or obese
50770,Boyup Brook (S),Poor,257.0,68.52934526766846,2017-18,people , 18,overweight or obese
50840,Bridgetown-Greenbushes (S),Poor,184.0,67.35721692277079,2017-18,people , 18,overweight or obese
50980,Broome (S),Good,7.0,61.00005693377274,2017-18,people , 18,overweight or obese
51080,Broomehill-Tambellup (S),Poor,296.0,75.84775479826935,2017-18,people , 18,overweight or obese
51190,Bunbury (C),Good,14.0,72.67289625733689,2017-18,people , 18,overweight or obese
51260,Busselton (C),Good,13.0,70.46281079773037,2017-18,people , 18,overweight or obese
51310,Cambridge (T),Acceptable,27.0,58.93631680077993,2017-18,people , 18,overweight or obese
51330,Canning (C),Good,16.0,60.40279709312228,2017-18,people , 18,overweight or obese
51400,Capel (S),Good,31.0,67.61287762661735,2017-18,people , 18,overweight or obese
51610,Chapman Valley (S),Poor,276.0,60.04856023049544,2017-18,people , 18,overweight or obese
51680,Chittering (S),Good,219.0,70.35076763617965,2017-18,people , 18,overweight or obese
51750,Claremont (T),Acceptable,19.0,55.56599680361116,2017-18,people , 18,overweight or obese
51820,Cockburn (C),Good,38.0,64.94893911189347,2017-18,people , 18,overweight or obese
51890,Collie (S),Good,202.0,80.2905537152619,2017-18,people , 18,overweight or obese
52100,Corrigin (S),Poor,337.0,69.76016280490997,2017-18,people , 18,overweight or obese
52170,Cottesloe (T),Good,12.0,55.50121203049014,2017-18,people , 18,overweight or obese
52240,Cranbrook (S),Poor,266.0,69.58650052845694,2017-18,people , 18,overweight or obese
52450,Cunderdin (S),Poor,205.0,70.28142943213277,2017-18,people , 18,overweight or obese
52520,Dalwallinu (S),Poor,300.0,67.31311282024654,2017-18,people , 18,overweight or obese
52590,Dandaragan (S),Poor,160.0,69.65876401867267,2017-18,people , 18,overweight or obese
52660,Dardanup (S),Good,258.0,72.15393216405707,2017-18,people , 18,overweight or obese
52730,Denmark (S),Good,33.0,67.5116118512516,2017-18,people , 18,overweight or obese
52870,Donnybrook-Balingup (S),Good,304.0,68.06693235426599,2017-18,people , 18,overweight or obese
53150,East Fremantle (T),Good,41.0,60.07372682635595,2017-18,people , 18,overweight or obese
53290,Esperance (S),Good,170.0,68.50791234428597,2017-18,people , 18,overweight or obese
53430,Fremantle (C),Good,26.0,60.479375148075036,2017-18,people , 18,overweight or obese
53570,Gingin (S),Poor,60.0,64.11917561934158,2017-18,people , 18,overweight or obese
53640,Gnowangerup (S),Poor,264.0,76.57105378071645,2017-18,people , 18,overweight or obese
53780,Gosnells (C),Good,21.0,65.77256755077646,2017-18,people , 18,overweight or obese
53800,Greater Geraldton (C),Good,169.0,65.15135597865232,2017-18,people , 18,overweight or obese
53990,Harvey (S),Good,222.0,72.64216163235933,2017-18,people , 18,overweight or obese
54060,Irwin (S),Good,75.0,64.28885183230574,2017-18,people , 18,overweight or obese
54130,Jerramungup (S),Poor,218.0,69.87491900376054,2017-18,people , 18,overweight or obese
54170,Joondalup (C),Good,32.0,64.84113545470267,2017-18,people , 18,overweight or obese
54200,Kalamunda (S),Good,368.0,65.95927588313408,2017-18,people , 18,overweight or obese
54280,Kalgoorlie/Boulder (C),Good,201.0,64.3922881892324,2017-18,people , 18,overweight or obese
54340,Katanning (S),Good,286.0,75.90223317475282,2017-18,people , 18,overweight or obese
54410,Kellerberrin (S),Poor,290.0,70.26104568222206,2017-18,people , 18,overweight or obese
54550,Kojonup (S),Poor,322.0,71.86512158231429,2017-18,people , 18,overweight or obese
54830,Kwinana (C),Good,44.0,69.994782701129,2017-18,people , 18,overweight or obese
54900,Lake Grace (S),Poor,364.0,73.9632749127428,2017-18,people , 18,overweight or obese
55110,Mandurah (C),Good,6.0,67.56045339692393,2017-18,people , 18,overweight or obese
55180,Manjimup (S),Acceptable,160.0,71.80326636486528,2017-18,people , 18,overweight or obese
55320,Melville (C),Good,32.0,60.93145242626627,2017-18,people , 18,overweight or obese
55460,Merredin (S),Poor,381.0,71.48019579688213,2017-18,people , 18,overweight or obese
55600,Moora (S),Poor,249.0,81.02502023124804,2017-18,people , 18,overweight or obese
55740,Mosman Park (T),Acceptable,27.0,58.65636635924591,2017-18,people , 18,overweight or obese
56090,Mundaring (S),Acceptable,290.0,67.23831627757859,2017-18,people , 18,overweight or obese
56230,Murray (S),Good,83.0,71.57657059800985,2017-18,people , 18,overweight or obese
56300,Nannup (S),Poor,108.0,59.233223686476585,2017-18,people , 18,overweight or obese
56460,Narrogin (S),Good,307.0,72.30574372171094,2017-18,people , 18,overweight or obese
56580,Nedlands (C),Poor,23.0,54.53642825123232,2017-18,people , 18,overweight or obese
56730,Northam (S),Good,168.0,74.86146885771967,2017-18,people , 18,overweight or obese
56790,Northampton (S),Poor,221.0,64.50257955834579,2017-18,people , 18,overweight or obese
56930,Peppermint Grove (S),Poor,23.0,58.45381372643204,2017-18,people , 18,overweight or obese
57080,Perth (C),Poor,19.0,51.12511401725353,2017-18,people , 18,overweight or obese
57140,Pingelly (S),Poor,353.0,73.48818580503328,2017-18,people , 18,overweight or obese
57210,Plantagenet (S),Good,203.0,72.31083332514925,2017-18,people , 18,overweight or obese
57280,Port Hedland (T),Good,78.0,62.73187430971949,2017-18,people , 18,overweight or obese
57350,Quairading (S),Poor,257.0,71.1970139464945,2017-18,people , 18,overweight or obese
57490,Rockingham (C),Good,4.0,69.24391007792829,2017-18,people , 18,overweight or obese
